timestamp,machine_effect,supply_effect,changeover_effect,order_effect,congestion_effect,state_driver_effect,irreducible_noise,production_execution_error
2026-01-01 08:00:00,-0.0,0.20999999999999985,-0.0,0.0,-0.18,0.02999999999999986,-0.08175299130681815,-0.05175299130681829
2026-01-01 09:00:00,-0.0,0.2079064214479065,-0.0,-0.0004243834930476309,-0.17340086345700362,0.03408117449785525,-0.6242311602546973,-0.621201780540933
2026-01-01 10:00:00,-0.0,0.24830464515582762,-0.0,0.008854959316415223,-0.18199326075546904,0.0751663437167738,0.8210691544461879,0.5235144298384019
2026-01-01 11:00:00,-0.0,0.23130449127098862,-0.0,-0.016146689081746657,-0.22856773876350606,-0.013409936574264092,0.34140586557200153,0.6421045869007787
2026-01-01 12:00:00,-0.0,0.2191356853231783,-0.0,-0.014272367574319322,-0.2529602137910311,-0.048096896042172155,0.10169740641033827,0.4388632625086333
2026-01-01 13:00:00,-0.0,0.25974484790708074,-0.0,-0.0011740218811647773,-0.2701547144212112,-0.011583888395295228,0.06949198904035965,0.32122605815024435
2026-01-01 14:00:00,-0.0,0.23822627238771976,-0.36,0.02251612875371478,-0.2851980142407981,-0.38445561309936355,-0.2627219375058716,-0.4544419157150885
2026-01-01 15:00:00,-0.0,0.25506279400068277,-1.2,0.01057365321877446,-0.28716622229706323,-1.221529775077606,0.3601519456878136,-1.1340429788188455
2026-01-01 16:00:00,-0.0,0.25346779157437815,-0.48,0.019373169618884356,-0.2372703597665251,-0.4444293985732626,0.8869635677459994,-0.2378916181185705
2026-01-01 17:00:00,-0.0,0.2733249178976195,-0.0,0.004522559747010324,-0.20907699544402863,0.06877048220060117,0.0256418234360835,-0.04832266523445765
2026-01-01 18:00:00,-0.0,0.2515321420930191,-0.0,0.01358588548537476,-0.24125247252467025,0.02386555505372362,-0.11595902050484802,-0.12108706459179899
2026-01-01 19:00:00,-0.0,0.20550016925005,-0.36,0.010360857305896864,-0.24881201099653438,-0.3929509844405875,0.6759637003868292,0.21036047719116224
2026-01-01 20:00:00,-0.0,0.16985977039047628,-1.2,0.0033760390648472915,-0.2820681085318485,-1.308832299076525,0.6667401672828723,-0.5158758454789554
2026-01-01 21:00:00,-0.0,0.22347021687074053,-0.48,-0.00011540614338734212,-0.3739606651287132,-0.63060585440136,-0.45984964300779707,-1.3999810046965302
2026-01-01 22:00:00,-0.0,0.24920945404664507,-0.0,-0.001895520373987658,-0.34474655704261675,-0.09743262336995934,0.6290701889787119,-0.30835103720916546
2026-01-01 23:00:00,-0.0,0.24125079702560326,-0.0,-0.026818631871766807,-0.3046429331255232,-0.09021076797168676,0.42010944989631077,0.1448880595991247
2026-01-02 00:00:00,-0.0,0.07325448266570556,-0.0,-0.01700778440690287,-0.31333079235487804,-0.25708409409607536,-0.054329749256267344,-0.2244810075928679
2026-01-02 01:00:00,-0.0,-0.0011485659003698245,-0.36,-0.01131564105914279,-0.3075918383458457,-0.6800560453053583,0.1802728621207655,-0.6344717877403137
2026-01-02 02:00:00,-0.0,0.019375798845237324,-1.2,-0.021893791512965943,-0.27191235831187466,-1.474430350979603,-0.1504685027258088,-2.0055819263496
2026-01-02 03:00:00,-0.0,0.02278797748079997,-1.2,0.0007955966957953198,-0.23558410623839113,-1.4120005320617959,-0.4247629684020355,-3.040112656273591
2026-01-02 04:00:00,-0.0,0.03906698571182743,-0.48,-0.03427639435990859,-0.2555639378653701,-0.7307733465134513,-0.3720000313427444,-2.9268409716203503
2026-01-02 05:00:00,-0.0,0.0761787243432912,-0.0,-0.0355702444724072,-0.2609257794389793,-0.22031729956809532,0.0806202715869103,-1.8958016109533953
2026-01-02 06:00:00,-0.0,0.08961366427877293,-0.0,-0.04076591056937068,-0.26218336692870503,-0.21333561321930278,0.028322245564167414,-1.3224943342271724
2026-01-02 07:00:00,-0.03592265633042291,0.14421888304906816,-0.0,-0.018804856099371547,-0.27524994664833446,-0.18575857602906076,0.659838806718253,-0.3194163698471112
2026-01-02 08:00:00,-0.029832086040084027,0.11104276907927624,-0.0,-0.032841012842927675,-0.21757123551585644,-0.1692015653195919,0.39505303629498634,0.03420164906712775
2026-01-02 09:00:00,-0.056587001847112406,0.1262588603301913,-0.36,0.024234418348521247,-0.26600859330743565,-0.5321023164758355,0.06639046665285118,-0.4451908603827076
