timestamp,material_id,stock_quantity,safety_stock,inbound_quantity
2026-01-01 08:00:00,M001,285.0,100,0.0
2026-01-01 08:00:00,M004,270.0,100,0.0
2026-01-01 08:00:00,M005,285.0,100,0.0
2026-01-01 09:00:00,M001,271.0,100,0.0
2026-01-01 09:00:00,M004,240.0,100,0.0
2026-01-01 09:00:00,M005,270.0,100,0.0
2026-01-01 10:00:00,M001,255.0,100,0.0
2026-01-01 10:00:00,M004,207.0,100,0.0
2026-01-01 10:00:00,M005,254.0,100,0.0
2026-01-01 11:00:00,M001,239.0,100,0.0
2026-01-01 11:00:00,M004,174.0,100,0.0
2026-01-01 11:00:00,M005,238.0,100,0.0
2026-01-01 12:00:00,M001,223.0,100,0.0
2026-01-01 12:00:00,M004,141.0,100,0.0
2026-01-01 12:00:00,M005,222.0,100,0.0
2026-01-01 13:00:00,M001,207.0,100,0.0
2026-01-01 13:00:00,M004,109.0,100,0.0
2026-01-01 13:00:00,M005,206.0,100,0.0
2026-01-01 14:00:00,M001,192.0,100,0.0
2026-01-01 14:00:00,M004,500.0,100,421.0
2026-01-01 14:00:00,M005,191.0,100,0.0
2026-01-01 15:00:00,M006,291.0,100,0.0
2026-01-01 15:00:00,M007,291.0,100,0.0
2026-01-01 15:00:00,M008,282.0,100,0.0
2026-01-01 16:00:00,M006,281.0,100,0.0
2026-01-01 16:00:00,M007,281.0,100,0.0
2026-01-01 16:00:00,M008,262.0,100,0.0
2026-01-01 17:00:00,M006,271.0,100,0.0
2026-01-01 17:00:00,M007,270.0,100,0.0
2026-01-01 17:00:00,M008,242.0,100,0.0
2026-01-01 18:00:00,M006,261.0,100,0.0
2026-01-01 18:00:00,M007,260.0,100,0.0
2026-01-01 18:00:00,M008,222.0,100,0.0
2026-01-01 19:00:00,M006,251.0,100,0.0
2026-01-01 19:00:00,M007,249.0,100,0.0
2026-01-01 19:00:00,M008,202.0,100,0.0
2026-01-01 20:00:00,M001,178.0,100,0.0
2026-01-01 20:00:00,M004,472.0,100,0.0
2026-01-01 20:00:00,M005,177.0,100,0.0
2026-01-01 21:00:00,M001,164.0,100,0.0
2026-01-01 21:00:00,M004,444.0,100,0.0
2026-01-01 21:00:00,M005,163.0,100,0.0
2026-01-01 22:00:00,M001,149.0,100,0.0
2026-01-01 22:00:00,M004,414.0,100,0.0
2026-01-01 22:00:00,M005,148.0,100,0.0
2026-01-01 23:00:00,M001,134.0,100,0.0
2026-01-01 23:00:00,M004,384.0,100,0.0
2026-01-01 23:00:00,M005,133.0,100,0.0
2026-01-02 00:00:00,M001,120.0,100,0.0
2026-01-02 00:00:00,M004,356.0,100,0.0
2026-01-02 00:00:00,M005,119.0,100,0.0
2026-01-02 01:00:00,M001,106.0,100,0.0
2026-01-02 01:00:00,M004,328.0,100,0.0
2026-01-02 01:00:00,M005,105.0,100,0.0
2026-01-02 02:00:00,M006,243.0,100,0.0
2026-01-02 02:00:00,M007,240.0,100,0.0
2026-01-02 02:00:00,M008,186.0,100,0.0
2026-01-02 03:00:00,M001,500.0,100,410.0
2026-01-02 03:00:00,M002,284.0,100,0.0
2026-01-02 03:00:00,M003,268.0,100,0.0
2026-01-02 04:00:00,M001,484.0,100,0.0
2026-01-02 04:00:00,M002,268.0,100,0.0
2026-01-02 04:00:00,M003,236.0,100,0.0
2026-01-02 05:00:00,M001,468.0,100,0.0
2026-01-02 05:00:00,M002,251.0,100,0.0
2026-01-02 05:00:00,M003,202.0,100,0.0
2026-01-02 06:00:00,M001,450.0,100,0.0
2026-01-02 06:00:00,M002,233.0,100,0.0
2026-01-02 06:00:00,M003,166.0,100,0.0
2026-01-02 07:00:00,M001,432.0,100,0.0
2026-01-02 07:00:00,M002,214.0,100,0.0
2026-01-02 07:00:00,M003,128.0,100,0.0
2026-01-02 08:00:00,M001,412.0,100,0.0
2026-01-02 08:00:00,M002,194.0,100,0.0
2026-01-02 08:00:00,M003,500.0,100,412.0
2026-01-02 09:00:00,M001,392.0,100,0.0
2026-01-02 09:00:00,M002,174.0,100,0.0
2026-01-02 09:00:00,M003,459.0,100,0.0
2026-01-02 10:00:00,M006,234.0,100,0.0
2026-01-02 10:00:00,M007,231.0,100,0.0
2026-01-02 10:00:00,M008,168.0,100,0.0
2026-01-02 11:00:00,M006,225.0,100,0.0
2026-01-02 11:00:00,M007,221.0,100,0.0
2026-01-02 11:00:00,M008,150.0,100,0.0
2026-01-02 12:00:00,M006,217.0,100,0.0
2026-01-02 12:00:00,M007,213.0,100,0.0
2026-01-02 12:00:00,M008,134.0,100,0.0
2026-01-02 13:00:00,M001,374.0,100,0.0
2026-01-02 13:00:00,M002,156.0,100,0.0
2026-01-02 13:00:00,M003,422.0,100,0.0
2026-01-02 14:00:00,M001,362.0,100,0.0
2026-01-02 14:00:00,M004,304.0,100,0.0
2026-01-02 14:00:00,M005,500.0,100,407.0
2026-01-02 15:00:00,M001,350.0,100,0.0
2026-01-02 15:00:00,M004,280.0,100,0.0
2026-01-02 15:00:00,M005,488.0,100,0.0
2026-01-02 16:00:00,M001,334.0,100,0.0
2026-01-02 16:00:00,M002,139.0,100,0.0
2026-01-02 16:00:00,M003,390.0,100,0.0
2026-01-02 17:00:00,M001,318.0,100,0.0
2026-01-02 17:00:00,M002,123.0,100,0.0
2026-01-02 17:00:00,M003,358.0,100,0.0
2026-01-02 18:00:00,M006,212.0,100,0.0
