timestamp,material_id,stock_quantity,safety_stock,inbound_quantity
2026-01-01 08:00:00,M006,289.0,100,0.0
2026-01-01 08:00:00,M007,289.0,100,0.0
2026-01-01 08:00:00,M008,278.0,100,0.0
2026-01-01 09:00:00,M006,278.0,100,0.0
2026-01-01 09:00:00,M007,278.0,100,0.0
2026-01-01 09:00:00,M008,256.0,100,0.0
2026-01-01 10:00:00,M006,267.0,100,0.0
2026-01-01 10:00:00,M007,267.0,100,0.0
2026-01-01 10:00:00,M008,234.0,100,0.0
2026-01-01 11:00:00,M006,255.0,100,0.0
2026-01-01 11:00:00,M007,255.0,100,0.0
2026-01-01 11:00:00,M008,210.0,100,0.0
2026-01-01 12:00:00,M006,244.0,100,0.0
2026-01-01 12:00:00,M007,244.0,100,0.0
2026-01-01 12:00:00,M008,188.0,100,0.0
2026-01-01 13:00:00,M006,233.0,100,0.0
2026-01-01 13:00:00,M007,233.0,100,0.0
2026-01-01 13:00:00,M008,166.0,100,0.0
2026-01-01 14:00:00,M006,220.0,100,0.0
2026-01-01 14:00:00,M007,221.0,100,0.0
2026-01-01 14:00:00,M008,142.0,100,0.0
2026-01-01 15:00:00,M006,208.0,100,0.0
2026-01-01 15:00:00,M007,209.0,100,0.0
2026-01-01 15:00:00,M008,118.0,100,0.0
2026-01-01 16:00:00,M006,197.0,100,0.0
2026-01-01 16:00:00,M007,198.0,100,0.0
2026-01-01 16:00:00,M008,500.0,100,404.0
2026-01-01 17:00:00,M001,284.0,100,0.0
2026-01-01 17:00:00,M004,268.0,100,0.0
2026-01-01 17:00:00,M005,284.0,100,0.0
2026-01-01 18:00:00,M001,268.0,100,0.0
2026-01-01 18:00:00,M004,236.0,100,0.0
2026-01-01 18:00:00,M005,268.0,100,0.0
2026-01-01 19:00:00,M001,248.0,100,0.0
2026-01-01 19:00:00,M002,280.0,100,0.0
2026-01-01 19:00:00,M003,259.0,100,0.0
2026-01-01 20:00:00,M001,228.0,100,0.0
2026-01-01 20:00:00,M002,260.0,100,0.0
2026-01-01 20:00:00,M003,219.0,100,0.0
2026-01-01 21:00:00,M001,209.0,100,0.0
2026-01-01 21:00:00,M002,241.0,100,0.0
2026-01-01 21:00:00,M003,181.0,100,0.0
2026-01-01 22:00:00,M006,188.0,100,0.0
2026-01-01 22:00:00,M007,190.0,100,0.0
2026-01-01 22:00:00,M008,484.0,100,0.0
2026-01-01 23:00:00,M006,180.0,100,0.0
2026-01-01 23:00:00,M007,182.0,100,0.0
2026-01-01 23:00:00,M008,467.0,100,0.0
2026-01-02 00:00:00,M006,173.0,100,0.0
2026-01-02 00:00:00,M007,175.0,100,0.0
2026-01-02 00:00:00,M008,453.0,100,0.0
2026-01-02 01:00:00,M006,165.0,100,0.0
2026-01-02 01:00:00,M007,167.0,100,0.0
2026-01-02 01:00:00,M008,437.0,100,0.0
2026-01-02 02:00:00,M001,192.0,100,0.0
2026-01-02 02:00:00,M002,225.0,100,0.0
2026-01-02 02:00:00,M003,147.0,100,0.0
2026-01-02 03:00:00,M001,176.0,100,0.0
2026-01-02 03:00:00,M002,210.0,100,0.0
2026-01-02 03:00:00,M003,115.0,100,0.0
2026-01-02 04:00:00,M006,156.0,100,0.0
2026-01-02 04:00:00,M007,158.0,100,0.0
2026-01-02 04:00:00,M008,419.0,100,0.0
2026-01-02 05:00:00,M006,147.0,100,0.0
2026-01-02 05:00:00,M007,149.0,100,0.0
2026-01-02 05:00:00,M008,401.0,100,0.0
2026-01-02 06:00:00,M006,138.0,100,0.0
2026-01-02 06:00:00,M007,140.0,100,0.0
2026-01-02 06:00:00,M008,383.0,100,0.0
2026-01-02 07:00:00,M001,158.0,100,0.0
